??Title	Description	Creator	Subject	Date	Coverage - Geographic	Extent	Genre	Type of Material	Language	Note	Identifier	Provenance	Use Rights	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"Alterations and additions to """"Terry's"""", Douglas and Fort Streets, Victoria, B.C., for W.S. Terry, Esq. "	"Item is an architectural drawing by Samuel Maclure prepared for W.S. Terry of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1916-1927	"649 Fort Street, Victoria, B.C."	"1 of 29 drawings: 18 pencil on paper, 4 ink on linen, 7 blueprints; 64 x 92 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations and details. A detailed item list is available. Various interior renovations for Terry's Drug Store, especially for the cafe portion. Drawings AP1662-AP1666 drawn by Percy Fox. Drawings AP1659-AP1661 inscribed: ""This is one of the plans referred to in our agreement dated Ap. 25th 1916. [Signed] Andrew H. Mitchell""."	"SC075, Acc. 1980-067, AP1675"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3502	3502	3503.jp2	/collection35/image/3503.jp2
"Plan of house at Rosebank for the Rosebank Lime Co., Esquimalt, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Rosebank Lime Company of Esquimalt, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1924-1925	"Rosebank area, Colwood, B.C."	"1 of 5 drawings: 2 pencil on paper, 3 ink on paper; 38 x 73 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations and section. One-storey house with basement. The ground floor consists of a vestibule, living room, kitchen, breakfast nook, two bedrooms and a bathroom. The wood-frame construction is finished in roughcast."	"SC075, Acc. 1980-067, AP1508"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3360	3360	3361.jp2	/collection35/image/3361.jp2
																				
"House for Mrs. Lefevre at Point Grey, Vancouver, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Lily Alice Lefevre of Vancouver, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/29/1905	"Langaravine, 6101 N.W. Marine Drive, Vancouver, B.C."	"1 of 27 drawings: 2 pencil on paper, 1 ink on paper, 14 ink on linen, 10 blueprints; 102 x 95 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations and details of the house and garage. Some blueprints have pencil additions. A plan of the garden by T.H. Mawson and Sons is also present. A detailed item list is available. Two-storey house with part basement and attic. The basement includes a servant's room, bathroom, laundry room, storeroom and a room for the kitchen fuel. The ground floor comprises a vestibule with adjoining coat room and watercloset, hall, living room, dining room, kitchen, pantry, larder, servant's room and two verandas. A porte cochere and a porch are connected to the building on this level just outside the vestibule. The second floor consists of the upper hall and rear hall, five bedrooms, boudoir, sewing room, two bathrooms and a balcony. Two bedrooms and a bathroom make up the attic. The basement wall above ground is faced with brick as is part of the first-floor exterior walls. The rest of the first-floor and all of the second-floor walls are finished in roughcast. Leaded glass windows are specified throughout. Drawings AP1046-AP1054, AP1056-AP1059 stamped and inscribed: ""This is one of the drawings referred to in our contract dated April 26th 1915. [Signed] Thos. L. Gray [and] L.A. Lefevre."" See AP395 for a map of Mrs. Lefevre's property and the adjoining property of E.P. Davis."	"SC075, Acc. 1980-067, AP1054"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2887	2887	2888.jp2	/collection35/image/2888.jp2
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
"House for Mrs. M. Marsh, Currie Road, Oak Bay"	"Item is an architectural drawing by Samuel Maclure prepared for Margaret F. Marsh of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/10/1905	"2493 Currie Road, Oak Bay, B.C."	"1 of 19 drawings: 14 pencil on paper, 5 ink on paper; 59 x 75 cm or smaller"	architectural drawings AAT		eng	"Contract drawings (AP1138-AP1139, AP1141-AP1142, AP1156) of the house and garage show plans, elevations and section. Miscellaneous other drawings show details of the house. One-storey house with attic. The ground floor comprises a porch, hall, living room, dining room, kitchen, dining nook, attached woodshed, two bedrooms and a bathroom. The attic contains one bedroom. The wood-frame construction is finished with boards and battens. Contract drawings inscribed: ""This is one of the plans referred to in our agreement dated Sept.26th 1927. [Signed] Eli Hume [and] Margaret F. Marsh""."	"SC075, Acc. 1980-067, AP1152"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2985	2985	2986.jp2	/collection35/image/2986.jp2
"House in Lansdowne Road, Victoria, B.C., for J.L. Dunlop, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for J.L. Dunlop of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/11/1905	"1960 Lansdowne Road, Saanich, B.C."	"1 of 26 drawings: 16 pencil on paper, 10 ink on paper; 92 x 97 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations, details and a sketch plan of a terrace. Two-storey house with basement. The basement contains a furnace room, laundry, work room and garage. The first floor comprises a vestibule, hall, living room, sun room, library, dining room, kitchen, pantry and breakfast room. The second floor consists of a hall, four bedrooms, sleeping balcony and bathroom. Working drawings inscribed: ""This is one of the plans referred to in our contract dated June 1st 1928. [Signed] Thos Ashe [and] J L. Dunlop""."	"SC075, Acc. 1980-067, AP439"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2272	2272	2273.jp2	/collection35/image/2273.jp2
																				
"Plan of proposed house at Parksville, B.C., for M.P. Beattie, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for M.P. Beattie of Parksville, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/3/1905	"Newbie Lodge, 1015 East Island Highway, Parksville, B.C."	"1 of 28 drawings: 9 pencil on paper, 6 pencil & ink on paper, 13 blueprints; 57 x 92 cm or smaller"	architectural drawings AAT	Still Image	eng	"Proposal, contract and other drawings showing plans, elevations, sections and details. A detailed item list is available. In July and August 1920 Maclure prepared proposal drawings for a two-storey house with part basement and attic (AP1961-AP1968). The final design prepared in August 1920 (AP1969 AP1979) calls for a two-storey house with part basement only. The basement includes a servant's room, lavatory, laundry, storeroom and furnace and fuel room. The ground floor comprises a vestibule with adjoining lavatory, hall, library, drawing room, dining room, breakfast room, kitchen, pantry, larder and veranda. The second floor consists of a gallery in the upper hall, four bedrooms, dressing room, linen room, bathroom and balcony. The exterior walls are covered with cedar boards and battens and shingles. Contract drawings (AP1974-AP1979) inscribed: ""This is one of the plans referred to in our contract dated Sept. 10th 1920. [Signed] M. Vansittart [and] M P Beattie"". Two floor plans of an unidentified house (file 206: AP2004-AP2005) bear some resemblance to AP1970-AP1971, AP1975-AP1976."	"SC075, Acc. 1980-067, AP1962"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3752	3752	3753.jp2	/collection35/image/3753.jp2
																				
																				
"Plans of bungalow at Lytton, B.C., for R.V. Winch, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for R.V. Winch of Lytton, B.C."	Maclure & Fox (Firm)	Architecture	1912-1913	"Earls Court, Lytton, B.C."	"1 of 20 drawings: 2 pencil on paper, 5 pencil & ink on paper, 11 ink on linen, 2 photocopies;  53 x 60 cm or smaller"	architectural drawings AAT	Still Image	eng	"Sketches, proposals and working drawings showing plans, elevations and section. A detailed item list is available. Four different designs are represented in this file. The final working drawings show a one storey bungalow with basement and attic with the following room arrangement: The basement contains a billiard room. The ground floor comprises a vestibule with adjoining coat closet and lavatory, hall, living room, dining room, kitchen, pantry, larder, laundry, bedroom and bathroom. A veranda extends across the east side of the building adjoining the living room and dining room. The attic consists of four bedrooms, three sleeping balconies and a bathroom. The wood-frame construction is finished in shingles."	"SC075, Acc. 1980-067, AP1906"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3696	3696	3697.jp2	/collection35/image/3697.jp2
																				
																				
"Sketch plan of proposed house in Uplands, Victoria, B.C."	Item is an architectural drawing by Samuel Maclure.	"Maclure, Samuel, 1860-1929"	Architecture	7/1/1929	Unknown	"1 of 45 unidentified drawings: 37 pencil on paper, 2 pencil & ink on paper, 3 ink on paper, 3 ink on linen; 68 x 93 cm or smaller"	architectural drawings AAT	Still Image	eng	Front elevation.	"SC075, Acc. 1980-067, AP2030"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3818	3818	3819.jp2	/collection35/image/3819.jp2
"Alterations & additions to house for R. Marpole, Esq. at Oak Bay, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for R. Marpole of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/3/1905	"Oak Bay, B.C."	"1 of 12 drawings: 3 pencil on paper, 1 pencil & ink on paper, 8 ink on linen; 46 x 57 cm or smaller"	architectural drawings AAT		eng	"Drawings for house alterations and new garage showing plans, elevations, details and section. Two-storey house with part basement. As altered the basement contains a servant's room and water closet. The ground floor comprises a hall, drawing room, living room, kitchen and pantry. A veranda and new concrete steps are attached to the house on this level. The second floor consists of four bedrooms, two bathrooms and a balcony. The exterior is finished in roughcast on the first floor and half timbering on the second."	"SC075, Acc. 1980-067, AP1130"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2963	2963	2964.jp2	/collection35/image/2964.jp2
																				
"House for F. Nation, Esq., Rockland Avenue, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Frederick Nation of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1913-1914	"Galt House, 1320 Rockland Avenue, Victoria, B.C."	"1 of 25 drawings: 20 pencil on paper, 1 ink on linen, 4 blueprints; 177 x 107 cm or smaller"	architectural drawings AAT		eng	"Four blueprints showing locations of radiators are the only plans of the house. All the rest of the drawings are details. An item list is available. Two-storey house with basement and attic. The basement includes a servant's room, two storerooms, two fuel rooms, furnace room, laundry room and bathroom. The ground floor comprises a vestibule and adjoining coat room and lavatory, hall, drawing room, library, dining room, kitchen, pantry, larder and servant's room. A porte cochere joins the porch outside the vestibule. A terrace extends from the porch around the library, in front of the drawing room and ends at the veranda attached to the drawing room and dining room. The second floor contains the upper hall, four bedrooms, dressing room, sewing room, two bathrooms and three balconies. A hall, three bedrooms, a bathroom and billiard room make up the attic. Maclure prepared drawings of alterations in 1920-21 for John Galt, a later owner (see file 60). Drawings AP1251-AP1251.3 are the property of the Archives of the City of Victoria and are being housed by the Art History Dept of UVic"" They are each signed: ""Colbert P& H Co per EO Colbert [and] F. Nation, V.C., per EAC""."	"SC075, Acc. 1980-067, AP1251.1"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3081	3081	3082.jp2	/collection35/image/3082.jp2
"Proposed alterations & additions to house on Stanley Ave., Victoria, B.C., for Mrs. J.L. Raymur"	"Item is an architectural drawing by Samuel Maclure prepared for Mrs. J.L. Raymur of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/4/1905	"Stanley Avenue, Victoria, B.C."	1 of 15 drawings: pencil on paper; 40 x 66 cm or smaller	architectural drawings AAT	Still Image	eng	"This file contains three different sets of proposal drawings. The first set consists of plans only; the second shows plans, elevation and section; and the third contains plans, elevations and details of kitchen fitments. There is also a drawing showing the first and second floor plans of the original house. An Elizabeth Raymur lived at 1315 Stanley Avenue in the 1920s, but this address does not now exist. No building similar in age or design to anything in this set exists at or near 1315 Stanley Avenue. The existing house shown in drawing AP1493 (Aug. 1921) has two storeys, but it is not clear whether there is a basement. The first floor includes a porch, hall, drawing room (mislabelled dining room), a dining room, kitchen, pantry, woodshed and water closet. The second floor has a hall, four bedrooms, bathroom and water closet. The first two proposals appear to transform the house into a boarding house."	"SC075, Acc. 1980-067, AP1489"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3341	3341	3342.jp2	/collection35/image/3342.jp2
																				
"House for E.B. Halsall, Esq., Oak Bay, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for E.B. Halsall of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/3/1905	"468 Beach Drive, Oak Bay, B.C."	"1 of 19 drawings: 1 pencil on paper, 8 ink on paper, 2 ink on linen, 8 blueprints; 52 x 63 cm or smaller"	architectural drawings AAT		eng	"Plans, elevations, sections and details. One drawing shows wiring details. The house on the contract drawings has two-floors and a basement. This latter contains a furnace room, coal and wood bins, storerooms, laundry room, shower and dressing room and water closet. The ground floor includes a vestibule, hall, living room, dining room, breakfast room, kitchen, pantry, larder and veranda. Three bedrooms, bathroom, water closet and sleeping porch make up the second floor. Contract drawings inscribed: ""This is one of the drawings referred to in our contract dated Aug. 27, 1920. [Signed] Kenneth B. Foyster [and] E B Halsall""."	"SC075, Acc. 1980-067, AP767"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2597	2597	2598.jp2	/collection35/image/2598.jp2
"House for J. Leeming, Esq., Esquimalt Road, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for J. Leeming of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	3/27/1905	"Esquimalt Road, Victoria, B.C."	1 of 5 drawings: ink on linen; 50 x 55 cm or smaller	architectural drawings AAT		eng	"Plans, elevations, sections and details. Two-storey house with basement and attic. The finished rooms in the basement include a servant's room, water closet, laundry room, work room, fuel bins, storeroom and billiard room. The ground floor comprises a vestibule, hall, drawing room, library, dining room, kitchen, pantry, scullery, larder, coat room and water closet. A porte cochere and porch adjoin the vestibule and library on this level. The second floor consists of a gallery above the hall, four bedrooms, dressing room, nursery, two bathrooms, water closet and balcony. The attic, which has dormers, appears to be undeveloped. Stone facing and roughcast finish the wood-frame construction on the ground floor, and roughcast and half timbering is specified for the second floor. Leaded glass windows are called for throughout. Drawings stamped and inscribed: ""This is one of the drawings referred to in our contract dated [blank]. [Signed] R W Cummings""."	"SC075, Acc. 1980-067, AP1042"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2875	2875	2876.jp2	/collection35/image/2876.jp2
"House for F.C. Winkler, Esq., Oakland Road, Oak Bay"	"Item is an architectural drawing by Samuel Maclure prepared for F.C. Winkler of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	7/1/1914	"964 Byng Street (formerly Oakland Road), Oak Bay, B.C."	"1 of 10 drawings: 5 ink on linen, 5 blueprints; 39 x 58 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans, elevations, sections and details. Two-storey house with part basement. The ground floor consists of a hall with adjoining coat closet and lavatory, living room, den, dining room, kitchen, pantry and bedroom. The second floor contains two bedrooms, bathroom, balcony and an unfinished room."	"SC075, Acc. 1980-067, AP1916"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3706	3706	3707.jp2	/collection35/image/3707.jp2
																				
																				
																				
"Plan of proposed alterations & additions to bungalow at Shoal Bay, Victoria, B.C., for Mrs. A.D. Lewis"	"Item is an architectural drawing by Samuel Maclure prepared for A.D. Lewis of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/4/1905	"McNeill Bay area, Oak Bay, B.C."	1 drawing: pencil on paper; 43 x 47 cm	architectural drawings AAT		eng	"Plans and elevations. The existing house consists of a living room, sun room, dining room, kitchen, larder, two bedrooms and a bathroom. The alterations call for the enlargement of the smaller bedroom and rearrangement of the adjacent bathroom. The sun room is divided to form an alcove off the living room and a vestibule."	"SC075, Acc. 1980-067, AP1102"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2935	2935	2936.jp2	/collection35/image/2936.jp2
"Alterations to house in Foul Bay Road, Victoria, B.C., for G.E. Merrill, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for G.E. Merrill of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1907-1927	"Tor Lodge, 935 Foul Bay Road, Oak Bay, B.C."	"1 of 38 drawings: 29 pencil on paper, 2 pencil & ink on paper, 3 ink on paper, 4 blueprints; 40 x 56 cm or smaller"	architectural drawings AAT		eng	"Preliminary sketches, proposals, working drawings, plumbing and heating diagrams. It is not clear whether these drawings show more than one alteration project, nor can the sequence of the drawings within a project be easily determined. A detailed item list is available. Additions and alterations to two-storey house with basement originally designed by Maclure in 1907 for J.J. Shallcross (see file 169)."	"SC075, Acc. 1980-067, AP1180"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3012	3012	3013.jp2	/collection35/image/3013.jp2
																				
																				
"House for R.W. Gibson Esq., York Place, Oak Bay, Victoria, B.C."	"Item is an architectural drawing by Maclure & Lort prepared for Robert W. Gibson of Victoria, B.C."	Maclure & Lort (Firm)	Architecture	1919-1922	"1590 York Place, Oak Bay, B.C."	"1 of 103 drawings: 70 pencil on paper, 12 ink on paper, 21 blueprints; 135 x 92 cm or smaller"	architects' drawings 	Still Image	eng	"Plans, elevations, sections and details. Blueprints have heating system details and miscellaneous amendments added by hand. A detailed item list is available. Two-storey house with basement and attic. The basement comprises a tool room, lavatory, fuel room, furnace room, billiard room, two bedrooms, bathroom, laundry room and storeroom. The ground floor includes a porch, vestibule, coat room and adjoining lavatory, hall, drawing room, ingle, library, sun room, lavatory, dining room, kitchen, pantry, larder and servant's room. A large terrace extends the full length of the east side of the first floor. The second floor contains five bedrooms, boudoir, dressing room, three bathrooms, sleeping balcony and three other balconies. The attic consists of two bedrooms, a bathroom and box room. The exterior walls of concrete blocks are finished in roughcast. The working drawings are signed by R. Moncrieff, Robt. W. Gibson and S. Jane Gibson."	"SC075, Acc. 1980-067, AP656"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2488	2488	2489.jp2	/collection35/image/2489.jp2
Stained-glass window.	Item is an architectural drawing by Samuel Maclure.	"Maclure, Samuel, 1860-1929"	Architecture		Unknown	"1 of 45 unidentified drawings: 37 pencil on paper, 2 pencil & ink on paper, 3 ink on paper, 3 ink on linen; 68 x 93 cm or smaller"	architectural drawings AAT	Still Image	eng	Evidently full scale.	"SC075, Acc. 1980-067, AP2046"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3834	3834	3835.jp2	/collection35/image/3835.jp2
"Alterations and additions to house at Tod Inlet for R.P. Butchart, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for R.P. Butchart of Central Saanich, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1911-1925	"Benvenuto, Butchart Gardens, 800 Benvenuto Avenue, Central Saanich, B.C."	"1 of 74 drawings: 43 pencil on paper, 7 ink on paper, 24 ink on linen; 184 x 162 cm or smaller"	architectural drawing AAT	Still Image	eng	"Plans, elevations and details. A detailed item list is available. Several additions, detached structures and alterations to a country house. Additions to the existing house include an indoor swimming pool, sun room and garage. Among the separate structures are an aviary, servant's house, seed house, duck house, boat house, tea house, garden house and trellises."	"SC075, Acc. 1980-067, AP320"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2159	2159	2160.jp2	/collection35/image/2160.jp2
"House for Albert Pike, Esq., Lot 33, Cambridge Ave., Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Albert Pike of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	10/1/1911	"116 Cambridge Street, Victoria, B.C."	1 of 4 drawings: ink on linen; 49 x 63 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans, elevations, sections and details. Two-storey house with basement. The ground floor consists of a vestibule, hall, den, dining room, kitchen and pantry. The second floor contains two bedrooms, box room and bathroom. The basement wall is covered with a brick veneer above ground and the rest of the exterior is finished in roughcast. The drawings specify leaded glass windows throughout."	"SC075, Acc. 1980-067, AP1456"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3308	3308	3309.jp2	/collection35/image/3309.jp2
																				
																				
"House for G.E. Noll, Esq., Cadboro Bay"	"Item is an architectural drawing by Samuel Maclure prepared for G.E. Noll of Cadboro Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/11/1905	"Cadboro Bay area, Oak Bay or Saanich, B.C."	"1 of 16 drawings: 2 pencil on paper, 6 ink on paper, 8 blueprints; 48 x 54 cm or smaller"	architectural drawings AAT		eng	"Two blueprints of a proposal for the house (AP1350-AP1351, dated Jan. 24, 1928) show a site plan and plans of two floors. The working drawings show plans, elevations and a section. Blueprints taken from the working drawings show the location of electrical and plumbing outlets. One-storey house with basement and attic. The ground floor consists of a living room, dining room, kitchen, bedroom, maid's room and two bathrooms. A terrace extends across the side of the house facing the sea and part of the around the two adjoining sides. A screened porch with laundry trays is attached on this level outside the kitchen and maid's room. Two bedrooms and a bathroom comprise the attic. The wooden framing is covered with vertical rough sawn fir boards."	"SC075, Acc. 1980-067, AP1363"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3201	3201	3202.jp2	/collection35/image/3202.jp2
																				
																				
"House for Alexr. Stewart, Esqre., Leighton Road, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Alexander Stewart of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	4/8/1905	"510 Linkleas Avenue, Oak Bay (moved from 1711 Leighton Road, Victoria)"	1 of 4 drawings; ink on paper; 46 x 45 cm or smaller	architectural drawings AAT	Still Image	eng	"Plans and elevations. One-storey house with part basement. The ground floor consists of a hall, living room, dining room, kitchen, two bedrooms and bathroom. The wood-frame construction is finished in either clapboard or shingles. Drawings inscribed: ""This is one of the plans referred to in our agreement dated 5th May 1925. [Signed] W. Long [and] A. Stewart""."	"SC075, Acc. 1980-067, AP1625-1626"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3460	3460	3461.jp2	/collection35/image/3461.jp2
																				
